trimestre,region,sexo,nivel_educativo,ocupados_informales,ocupados_formales,ocupados_totales,tasa_informal
2024Q3,La Araucanía,Mujeres,Superior incompleta,2288,3658,5946,0.3847965018499832
2024Q4,La Araucanía,Mujeres,Superior incompleta,1776,4007,5783,0.30710703786961785
2023Q1,La Araucanía,Mujeres,Superior completa,9715,12912,22627,0.4293543112211075
2023Q2,La Araucanía,Mujeres,Superior completa,1224,2491,3715,0.3294751009421265
2023Q3,La Araucanía,Mujeres,Superior completa,4590,5925,10515,0.43651925820256776
2023Q4,La Araucanía,Mujeres,Superior completa,1943,2545,4488,0.43293226381461675
2024Q1,La Araucanía,Mujeres,Superior completa,3131,5344,8475,0.3694395280235988
2024Q2,La Araucanía,Mujeres,Superior completa,1045,1476,2521,0.41451804839349465
2024Q3,La Araucanía,Mujeres,Superior completa,2139,4258,6397,0.3343754885102392
2024Q4,La Araucanía,Mujeres,Superior completa,2015,2957,4972,0.40526950925181016
2023Q1,Los Lagos,Hombres,Sin educación,690,1372,2062,0.33462657613967023
2023Q2,Los Lagos,Hombres,Sin educación,1555,3918,5473,0.2841220537182532
2023Q3,Los Lagos,Hombres,Sin educación,1420,2428,3848,0.369022869022869
2023Q4,Los Lagos,Hombres,Sin educación,3599,4269,7868,0.4574224707676665
2024Q1,Los Lagos,Hombres,Sin educación,2318,4139,6457,0.35899024314697225
2024Q2,Los Lagos,Hombres,Sin educación,985,1106,2091,0.47106647537063606
2024Q3,Los Lagos,Hombres,Sin educación,3723,3641,7364,0.5055676262900598
2024Q4,Los Lagos,Hombres,Sin educación,4850,6216,11066,0.4382794144225556
2023Q1,Los Lagos,Hombres,Básica incompleta,901,1566,2467,0.36522091609241997
2023Q2,Los Lagos,Hombres,Básica incompleta,6618,8177,14795,0.447313281514025
2023Q3,Los Lagos,Hombres,Básica incompleta,8244,7784,16028,0.5143498876965311
2023Q4,Los Lagos,Hombres,Básica incompleta,3751,3791,7542,0.4973481835057014
2024Q1,Los Lagos,Hombres,Básica incompleta,9144,11918,21062,0.434146804671921
2024Q2,Los Lagos,Hombres,Básica incompleta,4558,6964,11522,0.3955910432216629
2024Q3,Los Lagos,Hombres,Básica incompleta,1757,3978,5735,0.3063644289450741
2024Q4,Los Lagos,Hombres,Básica incompleta,7056,9493,16549,0.4263701734243761
2023Q1,Los Lagos,Hombres,Básica completa,3918,3440,7358,0.5324816526229954
2023Q2,Los Lagos,Hombres,Básica completa,8049,11112,19161,0.42007202129325194
2023Q3,Los Lagos,Hombres,Básica completa,6817,6497,13314,0.5120174252666366
2023Q4,Los Lagos,Hombres,Básica completa,1655,2169,3824,0.4327928870292887
2024Q1,Los Lagos,Hombres,Básica completa,5953,5766,11719,0.5079784964587423
2024Q2,Los Lagos,Hombres,Básica completa,2063,3423,5486,0.37604812249362013
2024Q3,Los Lagos,Hombres,Básica completa,2170,3143,5313,0.40843214756258234
2024Q4,Los Lagos,Hombres,Básica completa,6769,10173,16942,0.39953960571361113
2023Q1,Los Lagos,Hombres,Media incompleta,6039,10145,16184,0.3731463173504696
2023Q2,Los Lagos,Hombres,Media incompleta,4816,11207,16023,0.3005679335954565
2023Q3,Los Lagos,Hombres,Media incompleta,6975,9212,16187,0.43090134058194846
2023Q4,Los Lagos,Hombres,Media incompleta,3462,6404,9866,0.3509020879789175
2024Q1,Los Lagos,Hombres,Media incompleta,4429,7128,11557,0.3832309422860604
2024Q2,Los Lagos,Hombres,Media incompleta,4717,6280,10997,0.42893516413567334
2024Q3,Los Lagos,Hombres,Media incompleta,3382,6161,9543,0.3543958922770617
2024Q4,Los Lagos,Hombres,Media incompleta,7057,10073,17130,0.41196730881494453
2023Q1,Los Lagos,Hombres,Media completa,1637,1850,3487,0.46945798680814455
2023Q2,Los Lagos,Hombres,Media completa,8286,8961,17247,0.48043137937032526
2023Q3,Los Lagos,Hombres,Media completa,6089,6994,13083,0.4654131315447527
2023Q4,Los Lagos,Hombres,Media completa,3184,6861,10045,0.316973618715779
2024Q1,Los Lagos,Hombres,Media completa,7468,9986,17454,0.4278675375272144
2024Q2,Los Lagos,Hombres,Media completa,5379,10093,15472,0.34766028955532574
2024Q3,Los Lagos,Hombres,Media completa,3543,4166,7709,0.4595926838759891
2024Q4,Los Lagos,Hombres,Media completa,1028,2731,3759,0.27347698856078745
2023Q1,Los Lagos,Hombres,Superior incompleta,4947,5135,10082,0.4906764530847054
2023Q2,Los Lagos,Hombres,Superior incompleta,5537,7652,13189,0.41981954659185683
2023Q3,Los Lagos,Hombres,Superior incompleta,6263,6768,13031,0.4806231294605172
2023Q4,Los Lagos,Hombres,Superior incompleta,1231,2407,3638,0.33837273227047826
2024Q1,Los Lagos,Hombres,Superior incompleta,5215,6068,11283,0.46219976956483205
2024Q2,Los Lagos,Hombres,Superior incompleta,7663,8082,15745,0.48669418863131153
2024Q3,Los Lagos,Hombres,Superior incompleta,6899,6852,13751,0.5017089666206094
2024Q4,Los Lagos,Hombres,Superior incompleta,5262,9442,14704,0.35786180631120784
2023Q1,Los Lagos,Hombres,Superior completa,4925,8176,13101,0.3759255018700863
2023Q2,Los Lagos,Hombres,Superior completa,4314,5536,9850,0.4379695431472081
2023Q3,Los Lagos,Hombres,Superior completa,2494,4551,7045,0.3540099361249113
2023Q4,Los Lagos,Hombres,Superior completa,4772,7777,12549,0.3802693441708503
2024Q1,Los Lagos,Hombres,Superior completa,6385,12441,18826,0.33915861043238077
2024Q2,Los Lagos,Hombres,Superior completa,4410,8324,12734,0.3463169467567143
2024Q3,Los Lagos,Hombres,Superior completa,5187,8855,14042,0.3693918245264207
2024Q4,Los Lagos,Hombres,Superior completa,6913,7003,13916,0.4967663121586663
2023Q1,Los Lagos,Mujeres,Sin educación,1522,1615,3137,0.4851769206248008
2023Q2,Los Lagos,Mujeres,Sin educación,831,1043,1874,0.4434364994663821
2023Q3,Los Lagos,Mujeres,Sin educación,6904,8530,15434,0.44732408967215237
2023Q4,Los Lagos,Mujeres,Sin educación,6310,9723,16033,0.3935632757437785
2024Q1,Los Lagos,Mujeres,Sin educación,3117,8211,11328,0.2751588983050847
2024Q2,Los Lagos,Mujeres,Sin educación,7036,9122,16158,0.4354499319222676
2024Q3,Los Lagos,Mujeres,Sin educación,3187,6348,9535,0.3342422653382276
2024Q4,Los Lagos,Mujeres,Sin educación,1689,3042,4731,0.35700697526949904
2023Q1,Los Lagos,Mujeres,Básica incompleta,1224,2033,3257,0.3758059564015966
2023Q2,Los Lagos,Mujeres,Básica incompleta,3895,6730,10625,0.36658823529411766
2023Q3,Los Lagos,Mujeres,Básica incompleta,4023,7144,11167,0.3602579027491717
2023Q4,Los Lagos,Mujeres,Básica incompleta,4545,7528,12073,0.37645986912946244
2024Q1,Los Lagos,Mujeres,Básica incompleta,4861,7608,12469,0.38984682011388244
2024Q2,Los Lagos,Mujeres,Básica incompleta,8994,9738,18732,0.480140935297886
2024Q3,Los Lagos,Mujeres,Básica incompleta,3983,5499,9482,0.42005905927019616
2024Q4,Los Lagos,Mujeres,Básica incompleta,7206,6828,14034,0.5134672937152629
2023Q1,Los Lagos,Mujeres,Básica completa,4480,10945,15425,0.29043760129659646
2023Q2,Los Lagos,Mujeres,Básica completa,7626,7622,15248,0.5001311647429171
2023Q3,Los Lagos,Mujeres,Básica completa,6164,7478,13642,0.4518399061721155
2023Q4,Los Lagos,Mujeres,Básica completa,2367,6523,8890,0.26625421822272216
2024Q1,Los Lagos,Mujeres,Básica completa,5428,6047,11475,0.47302832244008713
2024Q2,Los Lagos,Mujeres,Básica completa,5488,8194,13682,0.4011109486917117
2024Q3,Los Lagos,Mujeres,Básica completa,3237,4345,7582,0.4269322078607228
2024Q4,Los Lagos,Mujeres,Básica completa,5865,6794,12659,0.46330673828896435
2023Q1,Los Lagos,Mujeres,Media incompleta,6856,11410,18266,0.3753421657724734
2023Q2,Los Lagos,Mujeres,Media incompleta,5089,6118,11207,0.4540911930043723
2023Q3,Los Lagos,Mujeres,Media incompleta,6462,8251,14713,0.4392034255420377
2023Q4,Los Lagos,Mujeres,Media incompleta,3227,3198,6425,0.5022568093385213
2024Q1,Los Lagos,Mujeres,Media incompleta,2593,4185,6778,0.3825612275007377
2024Q2,Los Lagos,Mujeres,Media incompleta,1072,2249,3321,0.32279433905450167
2024Q3,Los Lagos,Mujeres,Media incompleta,3900,5181,9081,0.42946812025107367
2024Q4,Los Lagos,Mujeres,Media incompleta,3954,8624,12578,0.3143584035617745
2023Q1,Los Lagos,Mujeres,Media completa,2176,2527,4703,0.46268339357856686
2023Q2,Los Lagos,Mujeres,Media completa,6200,8960,15160,0.40897097625329815
2023Q3,Los Lagos,Mujeres,Media completa,4209,4626,8835,0.47640067911714773
2023Q4,Los Lagos,Mujeres,Media completa,1446,1804,3250,0.4449230769230769
2024Q1,Los Lagos,Mujeres,Media completa,7427,8447,15874,0.4678719919364999
2024Q2,Los Lagos,Mujeres,Media completa,2462,2709,5171,0.4761168052601044
2024Q3,Los Lagos,Mujeres,Media completa,7539,10038,17577,0.42891278375149344
2024Q4,Los Lagos,Mujeres,Media completa,5088,4602,9690,0.525077399380805
2023Q1,Los Lagos,Mujeres,Superior incompleta,1467,2700,4167,0.35205183585313177
2023Q2,Los Lagos,Mujeres,Superior incompleta,4661,7476,12137,0.38403229793194366
2023Q3,Los Lagos,Mujeres,Superior incompleta,7541,7850,15391,0.4899616659086479
2023Q4,Los Lagos,Mujeres,Superior incompleta,1387,1688,3075,0.4510569105691057
2024Q1,Los Lagos,Mujeres,Superior incompleta,3982,6118,10100,0.3942574257425743
2024Q2,Los Lagos,Mujeres,Superior incompleta,5898,7856,13754,0.4288207067035044
2024Q3,Los Lagos,Mujeres,Superior incompleta,4999,5266,10265,0.4869946419873356
2024Q4,Los Lagos,Mujeres,Superior incompleta,2522,3596,6118,0.41222621771820855
2023Q1,Los Lagos,Mujeres,Superior completa,2899,6583,9482,0.3057371862476271
2023Q2,Los Lagos,Mujeres,Superior completa,1046,1413,2459,0.42537616917446114
2023Q3,Los Lagos,Mujeres,Superior completa,1193,2461,3654,0.3264915161466886
2023Q4,Los Lagos,Mujeres,Superior completa,6966,11352,18318,0.38028169014084506
2024Q1,Los Lagos,Mujeres,Superior completa,3220,8232,11452,0.28117359413202936
2024Q2,Los Lagos,Mujeres,Superior completa,3050,3798,6848,0.4453855140186916
2024Q3,Los Lagos,Mujeres,Superior completa,879,1985,2864,0.30691340782122906
2024Q4,Los Lagos,Mujeres,Superior completa,7972,7761,15733,0.5067056505434437
2023Q1,Los Ríos,Hombres,Sin educación,2804,7406,10210,0.27463271302644465
2023Q2,Los Ríos,Hombres,Sin educación,4837,5127,9964,0.48544761140104375
2023Q3,Los Ríos,Hombres,Sin educación,1561,2190,3751,0.41615569181551587
2023Q4,Los Ríos,Hombres,Sin educación,2451,2994,5445,0.45013774104683196
2024Q1,Los Ríos,Hombres,Sin educación,1522,3676,5198,0.29280492497114274
2024Q2,Los Ríos,Hombres,Sin educación,6240,7654,13894,0.4491147257809126
2024Q3,Los Ríos,Hombres,Sin educación,7362,7175,14537,0.5064318635206714
2024Q4,Los Ríos,Hombres,Sin educación,6741,12026,18767,0.35919433047370386
2023Q1,Los Ríos,Hombres,Básica incompleta,1450,3205,4655,0.31149301825993553
2023Q2,Los Ríos,Hombres,Básica incompleta,2555,3335,5890,0.43378607809847197
2023Q3,Los Ríos,Hombres,Básica incompleta,3369,4728,8097,0.41608002964060764
2023Q4,Los Ríos,Hombres,Básica incompleta,2762,3927,6689,0.41291672895799075
2024Q1,Los Ríos,Hombres,Básica incompleta,4142,9423,13565,0.3053446369332842
2024Q2,Los Ríos,Hombres,Básica incompleta,3822,6424,10246,0.37302361897325786
2024Q3,Los Ríos,Hombres,Básica incompleta,4984,12459,17443,0.2857306655965144
2024Q4,Los Ríos,Hombres,Básica incompleta,1220,2501,3721,0.32786885245901637
2023Q1,Los Ríos,Hombres,Básica completa,7113,7644,14757,0.48200853832079693
2023Q2,Los Ríos,Hombres,Básica completa,4139,7983,12122,0.3414453060551064
2023Q3,Los Ríos,Hombres,Básica completa,650,1134,1784,0.36434977578475336
2023Q4,Los Ríos,Hombres,Básica completa,6667,8406,15073,0.4423140715186094
2024Q1,Los Ríos,Hombres,Básica completa,3860,4525,8385,0.4603458556946929
2024Q2,Los Ríos,Hombres,Básica completa,2976,6098,9074,0.32797002424509586
2024Q3,Los Ríos,Hombres,Básica completa,5991,9881,15872,0.3774571572580645
2024Q4,Los Ríos,Hombres,Básica completa,6557,10631,17188,0.38148708401210146
2023Q1,Los Ríos,Hombres,Media incompleta,4162,4916,9078,0.4584710288609826
2023Q2,Los Ríos,Hombres,Media incompleta,8649,12658,21307,0.40592293612427843
2023Q3,Los Ríos,Hombres,Media incompleta,1884,2644,4528,0.4160777385159011
2023Q4,Los Ríos,Hombres,Media incompleta,4635,12420,17055,0.2717678100263852
2024Q1,Los Ríos,Hombres,Media incompleta,5062,6995,12057,0.41983909761964006
2024Q2,Los Ríos,Hombres,Media incompleta,2858,5043,7901,0.36172636375142386
2024Q3,Los Ríos,Hombres,Media incompleta,4994,8683,13677,0.36513855377641297
2024Q4,Los Ríos,Hombres,Media incompleta,10571,13421,23992,0.4406052017339113
2023Q1,Los Ríos,Hombres,Media completa,6060,7926,13986,0.43329043329043326
2023Q2,Los Ríos,Hombres,Media completa,2564,2930,5494,0.46669093556607205
2023Q3,Los Ríos,Hombres,Media completa,8968,11523,20491,0.43765555609779905
2023Q4,Los Ríos,Hombres,Media completa,4942,14368,19310,0.2559295701708959
2024Q1,Los Ríos,Hombres,Media completa,6226,6252,12478,0.49895816637281615
2024Q2,Los Ríos,Hombres,Media completa,4757,4257,9014,0.5277346350122032
2024Q3,Los Ríos,Hombres,Media completa,6396,7660,14056,0.45503699487763233
2024Q4,Los Ríos,Hombres,Media completa,4869,11882,16751,0.2906692137782819
2023Q1,Los Ríos,Hombres,Superior incompleta,4379,10808,15187,0.2883387107394482
2023Q2,Los Ríos,Hombres,Superior incompleta,6538,9926,16464,0.397108843537415
2023Q3,Los Ríos,Hombres,Superior incompleta,1304,1556,2860,0.45594405594405596
2023Q4,Los Ríos,Hombres,Superior incompleta,3459,8195,11654,0.29680796293118245
2024Q1,Los Ríos,Hombres,Superior incompleta,4242,6471,10713,0.3959675161019322
2024Q2,Los Ríos,Hombres,Superior incompleta,1726,2038,3764,0.4585547290116897
2024Q3,Los Ríos,Hombres,Superior incompleta,4796,4510,9306,0.5153664302600472
2024Q4,Los Ríos,Hombres,Superior incompleta,6150,9505,15655,0.39284573618652185
2023Q1,Los Ríos,Hombres,Superior completa,3877,8035,11912,0.3254701141705843
2023Q2,Los Ríos,Hombres,Superior completa,1501,2099,3600,0.41694444444444445
2023Q3,Los Ríos,Hombres,Superior completa,1221,1295,2516,0.4852941176470588
2023Q4,Los Ríos,Hombres,Superior completa,3907,6761,10668,0.3662354705661792
2024Q1,Los Ríos,Hombres,Superior completa,1431,2271,3702,0.386547811993517
2024Q2,Los Ríos,Hombres,Superior completa,6324,7517,13841,0.45690340293331405
2024Q3,Los Ríos,Hombres,Superior completa,4036,6953,10989,0.36727636727636725
2024Q4,Los Ríos,Hombres,Superior completa,4430,4768,9198,0.4816264405305501
2023Q1,Los Ríos,Mujeres,Sin educación,2185,3240,5425,0.40276497695852537
2023Q2,Los Ríos,Mujeres,Sin educación,4359,5489,9848,0.44262794476035744
2023Q3,Los Ríos,Mujeres,Sin educación,8091,10284,18375,0.4403265306122449
2023Q4,Los Ríos,Mujeres,Sin educación,3847,5638,9485,0.4055877701634159
2024Q1,Los Ríos,Mujeres,Sin educación,3697,5319,9016,0.4100488021295475
2024Q2,Los Ríos,Mujeres,Sin educación,1338,2388,3726,0.35909822866344604
2024Q3,Los Ríos,Mujeres,Sin educación,1112,2008,3120,0.3564102564102564
2024Q4,Los Ríos,Mujeres,Sin educación,3698,4970,8668,0.42662667281956623
2023Q1,Los Ríos,Mujeres,Básica incompleta,3647,7012,10659,0.3421521718735341
2023Q2,Los Ríos,Mujeres,Básica incompleta,3271,4997,8268,0.39562167392356073
2023Q3,Los Ríos,Mujeres,Básica incompleta,5722,10979,16701,0.34261421471768155
2023Q4,Los Ríos,Mujeres,Básica incompleta,6919,9542,16461,0.42032683312070956
2024Q1,Los Ríos,Mujeres,Básica incompleta,5049,6567,11616,0.4346590909090909
2024Q2,Los Ríos,Mujeres,Básica incompleta,3257,2983,6240,0.5219551282051282
2024Q3,Los Ríos,Mujeres,Básica incompleta,5127,5485,10612,0.48313230305314736
2024Q4,Los Ríos,Mujeres,Básica incompleta,7376,9964,17340,0.4253748558246828
2023Q1,Los Ríos,Mujeres,Básica completa,4533,5180,9713,0.46669412128075777
2023Q2,Los Ríos,Mujeres,Básica completa,4636,5042,9678,0.47902459185782187
2023Q3,Los Ríos,Mujeres,Básica completa,7579,9793,17372,0.43627676721160485
2023Q4,Los Ríos,Mujeres,Básica completa,3849,5655,9504,0.40498737373737376
2024Q1,Los Ríos,Mujeres,Básica completa,6180,6303,12483,0.4950732996875751
2024Q2,Los Ríos,Mujeres,Básica completa,2111,4365,6476,0.32597282273008027
2024Q3,Los Ríos,Mujeres,Básica completa,5299,6947,12246,0.4327127225216397
2024Q4,Los Ríos,Mujeres,Básica completa,3854,6502,10356,0.37215140981073774
2023Q1,Los Ríos,Mujeres,Media incompleta,9583,12222,21805,0.43948635634028893
2023Q2,Los Ríos,Mujeres,Media incompleta,4195,9325,13520,0.3102810650887574
2023Q3,Los Ríos,Mujeres,Media incompleta,4129,8003,12132,0.3403395977579954
2023Q4,Los Ríos,Mujeres,Media incompleta,3838,5207,9045,0.42432283029297957
2024Q1,Los Ríos,Mujeres,Media incompleta,3683,4457,8140,0.45245700245700243
2024Q2,Los Ríos,Mujeres,Media incompleta,6312,9654,15966,0.39534009770762873
2024Q3,Los Ríos,Mujeres,Media incompleta,3620,6135,9755,0.37109174782162996
2024Q4,Los Ríos,Mujeres,Media incompleta,4265,9190,13455,0.3169825343738387
2023Q1,Los Ríos,Mujeres,Media completa,7539,10266,17805,0.4234203875315922
2023Q2,Los Ríos,Mujeres,Media completa,6309,10773,17082,0.36933614330874603
2023Q3,Los Ríos,Mujeres,Media completa,3899,3895,7794,0.5002566076469078
2023Q4,Los Ríos,Mujeres,Media completa,8240,9537,17777,0.46352027901220677
2024Q1,Los Ríos,Mujeres,Media completa,4418,5558,9976,0.4428628708901363
2024Q2,Los Ríos,Mujeres,Media completa,5614,6310,11924,0.4708151626970815
2024Q3,Los Ríos,Mujeres,Media completa,1022,1604,2626,0.38918507235338917
2024Q4,Los Ríos,Mujeres,Media completa,3493,3579,7072,0.4939196832579186
2023Q1,Los Ríos,Mujeres,Superior incompleta,1581,2160,3741,0.42261427425821974
2023Q2,Los Ríos,Mujeres,Superior incompleta,6500,7311,13811,0.47063934544927954
2023Q3,Los Ríos,Mujeres,Superior incompleta,6735,8651,15386,0.4377356037956584
2023Q4,Los Ríos,Mujeres,Superior incompleta,6512,11926,18438,0.3531836424774921
2024Q1,Los Ríos,Mujeres,Superior incompleta,9851,13857,23708,0.4155137506326978
2024Q2,Los Ríos,Mujeres,Superior incompleta,5219,9965,15184,0.3437170706006322
2024Q3,Los Ríos,Mujeres,Superior incompleta,3077,6079,9156,0.3360637833114897
2024Q4,Los Ríos,Mujeres,Superior incompleta,6499,8707,15206,0.4273970800999605
2023Q1,Los Ríos,Mujeres,Superior completa,6483,6169,12652,0.5124091052797977
2023Q2,Los Ríos,Mujeres,Superior completa,2677,6801,9478,0.28244355349229794
2023Q3,Los Ríos,Mujeres,Superior completa,1245,2706,3951,0.31511009870918755
2023Q4,Los Ríos,Mujeres,Superior completa,8083,7669,15752,0.513141188420518
2024Q1,Los Ríos,Mujeres,Superior completa,3151,6481,9632,0.3271387043189369
2024Q2,Los Ríos,Mujeres,Superior completa,6934,9117,16051,0.4319980063547443
2024Q3,Los Ríos,Mujeres,Superior completa,4582,7709,12291,0.37279310064274673
2024Q4,Los Ríos,Mujeres,Superior completa,2431,3181,5612,0.43317890235210266
2023Q1,Magallanes,Hombres,Sin educación,2891,3924,6815,0.42421129860601614
2023Q2,Magallanes,Hombres,Sin educación,6013,10360,16373,0.3672509619495511
2023Q3,Magallanes,Hombres,Sin educación,2085,2654,4739,0.4399662376028698
2023Q4,Magallanes,Hombres,Sin educación,1321,3244,4565,0.28937568455640744
2024Q1,Magallanes,Hombres,Sin educación,2982,6701,9683,0.3079624083445213
2024Q2,Magallanes,Hombres,Sin educación,1638,3160,4798,0.34139224676948726
2024Q3,Magallanes,Hombres,Sin educación,2174,3351,5525,0.3934841628959276
2024Q4,Magallanes,Hombres,Sin educación,3708,9005,12713,0.29166994415165576
2023Q1,Magallanes,Hombres,Básica incompleta,5948,8896,14844,0.4007006197790353
2023Q2,Magallanes,Hombres,Básica incompleta,5147,4911,10058,0.5117319546629548
2023Q3,Magallanes,Hombres,Básica incompleta,5095,8971,14066,0.36222095833925777
2023Q4,Magallanes,Hombres,Básica incompleta,9250,8524,17774,0.5204230899066051
2024Q1,Magallanes,Hombres,Básica incompleta,5154,8517,13671,0.3770024138687733
2024Q2,Magallanes,Hombres,Básica incompleta,8889,12192,21081,0.4216593140742849
2024Q3,Magallanes,Hombres,Básica incompleta,1265,2010,3275,0.38625954198473283
2024Q4,Magallanes,Hombres,Básica incompleta,6759,7794,14553,0.4644403215831787
2023Q1,Magallanes,Hombres,Básica completa,5275,8759,14034,0.37587288014821146
2023Q2,Magallanes,Hombres,Básica completa,4265,5413,9678,0.4406902252531515
2023Q3,Magallanes,Hombres,Básica completa,2291,3833,6124,0.374101894186806
2023Q4,Magallanes,Hombres,Básica completa,4440,11508,15948,0.27840481565086533
2024Q1,Magallanes,Hombres,Básica completa,7638,7008,14646,0.5215075788611225
2024Q2,Magallanes,Hombres,Básica completa,1202,2421,3623,0.3317692520011041
2024Q3,Magallanes,Hombres,Básica completa,4364,5915,10279,0.4245549177935597
2024Q4,Magallanes,Hombres,Básica completa,6718,10886,17604,0.38161781413315154
2023Q1,Magallanes,Hombres,Media incompleta,1819,3360,5179,0.3512261054257579
2023Q2,Magallanes,Hombres,Media incompleta,5421,13645,19066,0.2843281233609567
2023Q3,Magallanes,Hombres,Media incompleta,7432,9789,17221,0.43156611114337146
2023Q4,Magallanes,Hombres,Media incompleta,1149,1837,2986,0.384795713328868
2024Q1,Magallanes,Hombres,Media incompleta,8657,10811,19468,0.4446784466817341
2024Q2,Magallanes,Hombres,Media incompleta,8605,7696,16301,0.527881725047543
2024Q3,Magallanes,Hombres,Media incompleta,8078,8139,16217,0.4981192575692175
2024Q4,Magallanes,Hombres,Media incompleta,5931,14082,20013,0.29635736771098786
2023Q1,Magallanes,Hombres,Media completa,6648,10624,17272,0.38490041685965726
2023Q2,Magallanes,Hombres,Media completa,1337,1768,3105,0.43059581320450885
2023Q3,Magallanes,Hombres,Media completa,2164,3192,5356,0.40403286034353997
2023Q4,Magallanes,Hombres,Media completa,4456,9540,13996,0.31837667905115746
2024Q1,Magallanes,Hombres,Media completa,8115,11173,19288,0.42072791372874324
2024Q2,Magallanes,Hombres,Media completa,4129,5482,9611,0.4296119030277807
2024Q3,Magallanes,Hombres,Media completa,5012,10063,15075,0.3324709784411277
2024Q4,Magallanes,Hombres,Media completa,4346,8938,13284,0.3271604938271605
2023Q1,Magallanes,Hombres,Superior incompleta,5434,12857,18291,0.2970859985785359
2023Q2,Magallanes,Hombres,Superior incompleta,6673,8496,15169,0.43991034346364294
2023Q3,Magallanes,Hombres,Superior incompleta,3674,5639,9313,0.3945023086008805
2023Q4,Magallanes,Hombres,Superior incompleta,10492,8877,19369,0.5416903299086169
2024Q1,Magallanes,Hombres,Superior incompleta,8306,9238,17544,0.47343821249430007
2024Q2,Magallanes,Hombres,Superior incompleta,4388,8461,12849,0.3415051755000389
2024Q3,Magallanes,Hombres,Superior incompleta,3196,2941,6137,0.5207756232686981
2024Q4,Magallanes,Hombres,Superior incompleta,1123,1079,2202,0.5099909173478656
2023Q1,Magallanes,Hombres,Superior completa,4023,7896,11919,0.3375283161339038
2023Q2,Magallanes,Hombres,Superior completa,6598,9309,15907,0.4147859432954045
2023Q3,Magallanes,Hombres,Superior completa,2518,2938,5456,0.46151026392961875
2023Q4,Magallanes,Hombres,Superior completa,4603,8198,12801,0.3595812827122881
2024Q1,Magallanes,Hombres,Superior completa,6859,10677,17536,0.3911382299270073
2024Q2,Magallanes,Hombres,Superior completa,4310,4189,8499,0.5071184845275915
2024Q3,Magallanes,Hombres,Superior completa,7369,7856,15225,0.48400656814449916
2024Q4,Magallanes,Hombres,Superior completa,1510,1589,3099,0.4872539528880284
2023Q1,Magallanes,Mujeres,Sin educación,6448,8644,15092,0.4272462231645905
2023Q2,Magallanes,Mujeres,Sin educación,9155,9309,18464,0.4958297227036395
2023Q3,Magallanes,Mujeres,Sin educación,7878,11480,19358,0.40696352929021595
2023Q4,Magallanes,Mujeres,Sin educación,1606,2484,4090,0.3926650366748166
2024Q1,Magallanes,Mujeres,Sin educación,1454,3590,5044,0.2882632831086439
2024Q2,Magallanes,Mujeres,Sin educación,2598,2451,5049,0.5145573380867499
2024Q3,Magallanes,Mujeres,Sin educación,4395,3783,8178,0.537417461482025
2024Q4,Magallanes,Mujeres,Sin educación,4417,10720,15137,0.29180154588095397
2023Q1,Magallanes,Mujeres,Básica incompleta,8897,8460,17357,0.5125885809759751
2023Q2,Magallanes,Mujeres,Básica incompleta,8903,11201,20104,0.44284719458814165
2023Q3,Magallanes,Mujeres,Básica incompleta,4560,3938,8498,0.5365968463167804
2023Q4,Magallanes,Mujeres,Básica incompleta,4809,5456,10265,0.4684851436921578
2024Q1,Magallanes,Mujeres,Básica incompleta,2349,3017,5366,0.43775624301155425
2024Q2,Magallanes,Mujeres,Básica incompleta,906,1551,2457,0.36874236874236876
2024Q3,Magallanes,Mujeres,Básica incompleta,4130,4705,8835,0.46745897000565934
2024Q4,Magallanes,Mujeres,Básica incompleta,5763,8755,14518,0.39695550351288056
2023Q1,Magallanes,Mujeres,Básica completa,4567,6790,11357,0.4021308444131373
2023Q2,Magallanes,Mujeres,Básica completa,2365,4509,6874,0.3440500436427117
2023Q3,Magallanes,Mujeres,Básica completa,1963,2830,4793,0.4095556019194659
2023Q4,Magallanes,Mujeres,Básica completa,3302,2958,6260,0.5274760383386582
2024Q1,Magallanes,Mujeres,Básica completa,4384,6654,11038,0.3971734009784381
2024Q2,Magallanes,Mujeres,Básica completa,4106,5586,9692,0.42364836978951714
2024Q3,Magallanes,Mujeres,Básica completa,1372,1994,3366,0.40760546642899587
2024Q4,Magallanes,Mujeres,Básica completa,4800,8078,12878,0.3727286845783507
2023Q1,Magallanes,Mujeres,Media incompleta,5812,12777,18589,0.3126580235623218
2023Q2,Magallanes,Mujeres,Media incompleta,4995,9842,14837,0.33665835411471323
2023Q3,Magallanes,Mujeres,Media incompleta,1572,2454,4026,0.39046199701937406
2023Q4,Magallanes,Mujeres,Media incompleta,1680,2660,4340,0.3870967741935484
2024Q1,Magallanes,Mujeres,Media incompleta,6847,10162,17009,0.40255159033452875
2024Q2,Magallanes,Mujeres,Media incompleta,10089,9893,19982,0.5049044139725753
2024Q3,Magallanes,Mujeres,Media incompleta,3005,4251,7256,0.41414002205071665
2024Q4,Magallanes,Mujeres,Media incompleta,1696,3161,4857,0.3491867407864937
2023Q1,Magallanes,Mujeres,Media completa,3624,7797,11421,0.3173102180194379
2023Q2,Magallanes,Mujeres,Media completa,3365,4024,7389,0.4554066856137502
2023Q3,Magallanes,Mujeres,Media completa,2302,3030,5332,0.4317329332333083
2023Q4,Magallanes,Mujeres,Media completa,3605,7970,11575,0.31144708423326134
